check,spearman_rho_mean,spearman_rho_95ci_low,spearman_rho_95ci_high,regime_stability_mean,regime_stability_95ci_low,regime_stability_95ci_high,priority_I_jaccard_mean,priority_I_jaccard_95ci_low,priority_I_jaccard_95ci_high
"DODJI score perturbation (SD=0.5, n=1000)",0.783,0.674,0.874,0.817,0.723,0.915,0.625,0.412,0.846
