country,year,log_asdr
Iceland,1997,0.9021072538992262
Iceland,1998,0.945066548023985
Iceland,1999,0.9962256872828205
Iceland,2000,1.0396522740424403
Iceland,2001,1.0483964625240738
Iceland,2002,1.023662619734522
Iceland,2003,0.9979532879146336
Iceland,2004,0.9981140018464394
Iceland,2005,1.0024847497673626
Iceland,2006,1.0429876899943087
Iceland,2007,1.0821898146855196
Iceland,2008,1.1292652072104308
Iceland,2009,1.1927659339666326
Iceland,2010,1.2240224331148293
Iceland,2011,1.2388511091790557
Iceland,2012,1.2654777216197133
Iceland,2013,1.296423321688277
Iceland,2014,1.323007844635546
Iceland,2015,1.372219008665345
Iceland,2016,1.4439924932162673
Iceland,2017,1.5095365444894067
Iceland,2018,1.5637479267030292
Mexico,1992,-1.1418783049482373
Mexico,1993,-1.0953425656744247
Mexico,1994,-1.063157568967976
Mexico,1995,-1.002277737409113
Mexico,1996,-0.9603891059936942
Mexico,1997,-0.8499350114756551
Mexico,1998,-0.746687533146187
Mexico,1999,-0.7183992342980078
Mexico,2000,-0.7209771263671364
Mexico,2001,-0.7518626871186637
Mexico,2002,-0.7674989695954891
Mexico,2003,-0.7622188462715254
Mexico,2004,-0.7947362566727223
Mexico,2005,-0.8127347021722559
Mexico,2006,-0.87856335202404
Mexico,2007,-0.9338451887264477
Mexico,2008,-0.9113431961194488
Mexico,2009,-0.9557964700911169
Mexico,2010,-0.9711026576958504
Mexico,2011,-1.0551409211285971
Mexico,2012,-1.1217707582625172
Mexico,2013,-1.1187759685634866
Mexico,2014,-1.136224606495888
Mexico,2015,-1.1242286211623327
Mexico,2016,-1.0649316474192312
Mexico,2017,-1.0286747147462731
Mexico,2018,-0.9622259732315702
Japan,1992,-2.4031403515272642
Japan,1993,-2.3257039867883416
Japan,1994,-2.1983521284496303
Japan,1995,-1.9804585860169792
Japan,1996,-1.842435160083216
Japan,1997,-1.7716097406915652
Japan,1998,-1.7018435735166355
Japan,1999,-1.6217760666316443
Japan,2000,-1.59955319202962
Japan,2001,-1.57009755419672
Japan,2002,-1.5541844754208611
Japan,2003,-1.5114747295523463
Japan,2004,-1.481503568006114
Japan,2005,-1.4521771061306146
Japan,2006,-1.4436854123783205
Japan,2007,-1.4187561121545
Japan,2008,-1.40237271887591
Japan,2009,-1.3792797622580746
Japan,2010,-1.3856646033897149
Japan,2011,-1.384693423228042
Japan,2012,-1.4521258440204883
Japan,2013,-1.513673103994881
Japan,2014,-1.5636709994398073
Japan,2015,-1.642673014422321
Japan,2016,-1.6867682942676547
Japan,2017,-1.7122857856323555
Japan,2018,-1.7394795557652125
Canada,1992,0.49080664226228415
Canada,1993,0.5869076471283402
Canada,1994,0.6270815812070392
Canada,1995,0.6437959974507955
Canada,1996,0.6680330205919495
Canada,1997,0.7143885237977127
Canada,1998,0.8004941541889827
Canada,1999,0.8664733282398691
Canada,2000,0.9218933782939996
Canada,2001,0.9694749406000476
Canada,2002,1.0161342811957026
Canada,2003,1.068874956363007
Canada,2004,1.1194110064891492
Canada,2005,1.1903862325824823
Canada,2006,1.2316641226717235
Canada,2007,1.2778573391414716
Canada,2008,1.3151552650458278
Canada,2009,1.3535850889196648
Canada,2010,1.3937320674592908
Canada,2011,1.4393191149366595
Canada,2012,1.510188468235599
Canada,2013,1.587580231129153
Canada,2014,1.6929194083834576
Canada,2015,1.849888041451191
Canada,2016,2.0008029847614925
Canada,2017,2.144223962745999
Canada,2018,2.1779564032256973
Panama,1992,-1.2071729082588685
Panama,1993,-1.1355378988164078
Panama,1994,-1.139611281811553
Panama,1995,-1.089855158974754
Panama,1996,-1.1068764273359444
Panama,1997,-1.0396176169889313
Panama,1998,-0.9814216002284559
Panama,1999,-0.8969997084005442
Panama,2000,-0.8420110346739248
Panama,2001,-0.8005941702505278
Panama,2002,-0.7862587602299127
Panama,2003,-0.7691370496946512
Panama,2004,-0.8747973865035235
Panama,2005,-0.9999080106153373
Panama,2006,-1.0331508333988115
Panama,2007,-1.0952260793462276
Panama,2008,-1.0903956649940874
Panama,2009,-1.1274900241400796
Panama,2010,-1.171682248184854
Panama,2011,-1.1231980648593398
Panama,2012,-1.078300635113712
Panama,2013,-1.0955515940161855
Panama,2014,-1.1042806502679108
Panama,2015,-1.1251614115305704
Panama,2016,-1.1082719635262117
Panama,2017,-1.0807657710818332
Panama,2018,-1.0596377393846335
South Korea,1992,-1.453961575657852
South Korea,1993,-1.3834188565772838
South Korea,1994,-1.242492413852469
South Korea,1995,-1.0321819845793772
South Korea,1996,-0.935338261714911
South Korea,1997,-0.8930974487136839
South Korea,1998,-0.8726179274650823
South Korea,1999,-0.9198221442960833
South Korea,2000,-1.0310970032954565
South Korea,2001,-1.12433392247793
South Korea,2002,-1.2258749321970805
South Korea,2003,-1.2991351321130356
South Korea,2004,-1.3653459995513264
South Korea,2005,-1.4169070212598356
South Korea,2006,-1.4797156382693897
South Korea,2007,-1.5211672695331777
South Korea,2008,-1.5660331515214883
South Korea,2009,-1.574692145629648
South Korea,2010,-1.620015285884068
South Korea,2011,-1.668392721445845
South Korea,2012,-1.7286661138898676
South Korea,2013,-1.7792826765240832
South Korea,2014,-1.816807856121661
South Korea,2015,-1.8440418533564713
South Korea,2016,-1.8505688404603189
South Korea,2017,-1.8557855938971077
South Korea,2018,-1.85502604911916
Chile,1992,-2.380240338249208
Chile,1993,-2.3693691585741012
Chile,1994,-2.3186033574554346
Chile,1995,-2.2238209027352736
Chile,1996,-2.103639460784863
Chile,1997,-1.820103182372918
Chile,1998,-1.7700256149158669
Chile,1999,-1.7475793097588292
Chile,2000,-1.7502581531918706
Chile,2001,-1.649682185082139
Chile,2002,-1.5731655436169494
Chile,2003,-1.5523301804641156
Chile,2004,-1.5160237184851333
Chile,2005,-1.486931293238861
Chile,2006,-1.4422346169443714
Chile,2007,-1.377134315563478
Chile,2008,-1.3854291173794755
Chile,2009,-1.3595397952731005
Chile,2010,-1.365773234663462
Chile,2011,-1.3728130241635723
Chile,2012,-1.3621095183574612
Chile,2013,-1.364711661753008
Chile,2014,-1.3521121362100617
Chile,2015,-1.3195023409552598
Chile,2016,-1.2844939892298237
Chile,2017,-1.2180965559680206
Chile,2018,-1.1488394612480697
Ireland,1992,0.4004102536911949
Ireland,1993,0.5050527160533492
Ireland,1994,0.6083687210661581
Ireland,1995,0.755615927369959
Ireland,1996,0.859484827100099
Ireland,1997,0.9341981977732497
Ireland,1998,0.9859514655925277
Ireland,1999,1.0503083621430807
Ireland,2000,1.0810529790215868
Ireland,2001,1.0701961006588119
Ireland,2002,1.0530937008045749
Ireland,2003,1.0080279694137952
Ireland,2004,1.0430675278700499
Ireland,2005,1.1172609934275055
Ireland,2006,1.1745805742009712
Ireland,2007,1.2249643744282925
Ireland,2008,1.2805012326098812
Ireland,2009,1.3369185335352969
Ireland,2010,1.258875021600904
Ireland,2011,1.2733816802379045
Ireland,2012,1.2277562350709499
Ireland,2013,1.20026537841108
Ireland,2014,1.2001465184009157
Ireland,2015,1.2079170536377222
Ireland,2016,1.2223066085904248
Ireland,2017,1.2088775638102167
Ireland,2018,1.2884272980462717
Israel,1992,-0.23897691713330502
Israel,1993,-0.24626923965099973
Israel,1994,-0.2068599361844337
Israel,1995,-0.1330345662014962
Israel,1996,-0.05628951038980879
Israel,1997,0.05096601082698748
Israel,1998,0.13955175410944223
Israel,1999,0.21993286245327248
Israel,2000,0.3775670310957988
Israel,2001,0.4296785663435755
Israel,2002,0.40970243266290785
Israel,2003,0.3439400508385231
Israel,2004,0.2985130049169963
Israel,2005,0.26583367022503834
Israel,2006,0.21779027277628984
Israel,2007,0.20312120356071917
Israel,2008,0.17684642857653857
Israel,2009,0.1427380250642035
Israel,2010,0.09940756660638125
Israel,2011,0.03469593684401421
Israel,2012,0.006004522215796221
Israel,2013,0.04435559729358066
Israel,2014,0.07046001962339349
Israel,2015,0.11648398301077653
Israel,2016,0.14709771482774156
Israel,2017,0.16850859612580074
Israel,2018,0.20900136800870384
United States of America,1992,0.8096837199940923
United States of America,1993,0.9133253558811613
United States of America,1994,0.9933495417370481
United States of America,1995,1.0673847629850817
United States of America,1996,1.1170476599490495
United States of America,1997,1.1753145835523031
United States of America,1998,1.2488846007744017
United States of America,1999,1.3628074288183405
United States of America,2000,1.4748849081182234
United States of America,2001,1.5957766901903487
United States of America,2002,1.7276429650461056
United States of America,2003,1.8401395941094099
United States of America,2004,1.9191342300212042
United States of America,2005,2.0140519324203976
United States of America,2006,2.0934600226915934
United States of America,2007,2.137021460482879
United States of America,2008,2.17287143594405
United States of America,2009,2.2073156070113877
United States of America,2010,2.2417273799402824
United States of America,2011,2.2985550303460527
United States of America,2012,2.3431398587556873
United States of America,2013,2.406689699804181
United States of America,2014,2.491640820309119
United States of America,2015,2.6036145149005065
United States of America,2016,2.733773715852842
United States of America,2017,2.8244086730130067
United States of America,2018,2.857995667086986
Luxembourg,1992,0.9476581812876103
Luxembourg,1993,1.0259948050551737
Luxembourg,1994,1.1065955198755555
Luxembourg,1995,1.1393653496247769
Luxembourg,1996,1.146186967122245
Luxembourg,1997,1.0787317552260762
Luxembourg,1998,1.0322853242036367
Luxembourg,1999,1.0248720831131595
Luxembourg,2000,1.0593074190661467
Luxembourg,2001,1.0307045500325527
Luxembourg,2002,0.9953099108984985
Luxembourg,2003,0.9839983909303094
Luxembourg,2004,0.9920041168444742
Luxembourg,2005,1.0009995122638624
Luxembourg,2006,1.0004764438922482
Luxembourg,2007,0.9898369117678548
Luxembourg,2008,0.9610842027460755
Luxembourg,2009,0.9370204395971501
Luxembourg,2010,0.8860189657045575
Luxembourg,2011,0.8451583606125792
Luxembourg,2012,0.8313153972526534
Luxembourg,2013,0.8061263746568098
Luxembourg,2014,0.807099357278617
Luxembourg,2015,0.8288815819781813
Luxembourg,2016,0.8203781373871101
Luxembourg,2017,0.8019147468526969
Luxembourg,2018,0.8411412236023077
Slovenia,1992,-0.19172839123422625
Slovenia,1993,-0.16026621108435812
Slovenia,1994,-0.25953769228165374
Slovenia,1995,-0.3537641851562442
Slovenia,1996,-0.3563058791244033
Slovenia,1997,-0.31366747568657943
Slovenia,1998,-0.22614593845346917
Slovenia,1999,-0.113535599800413
Slovenia,2000,-0.03919759855604814
Slovenia,2001,0.04723243247223044
Slovenia,2002,0.05333588174259959
Slovenia,2003,0.08413998315926406
Slovenia,2004,0.07703472716194557
Slovenia,2005,0.04092474244495052
Slovenia,2006,0.08005870304092001
Slovenia,2007,0.12489607651105403
Slovenia,2008,0.06536719481712636
Slovenia,2009,-0.004967165958276221
Slovenia,2010,-0.051851246210328536
Slovenia,2011,-0.11778472628642585
Slovenia,2012,-0.10683040261479933
Slovenia,2013,-0.10302341183524985
Slovenia,2014,-0.17426634322619605
Slovenia,2015,-0.10954250555738394
Slovenia,2016,-0.0920272179790497
Slovenia,2017,-0.09213060920278227
Slovenia,2018,-0.04799338197442671
Australia,1992,1.012960436615558
Australia,1993,1.1020353845798707
Australia,1994,1.234734192109958
Australia,1995,1.3550372231558725
Australia,1996,1.435453048686958
Australia,1997,1.5550019728591722
Australia,1998,1.6738382879673466
Australia,1999,1.6975137157166889
Australia,2000,1.5995848165367683
Australia,2001,1.4041475896481268
Australia,2002,1.2958158607582846
Australia,2003,1.255948787049997
Australia,2004,1.2283340043243878
Australia,2005,1.2024445175101166
Australia,2006,1.1742979682313315
Australia,2007,1.207780180284999
Australia,2008,1.2641735400198848
Australia,2009,1.3109403256435053
Australia,2010,1.335152374908392
Australia,2011,1.3498363403001912
Australia,2012,1.3535314626035975
Australia,2013,1.387727814349536
Australia,2014,1.4512623015898767
Australia,2015,1.4986295178809208
Australia,2016,1.5128835493047756
Australia,2017,1.5108048731228791
Australia,2018,1.5217789485646351
Slovakia,1992,-0.6940766081621064
Slovakia,1993,-0.7000814330331722
Slovakia,1994,-0.7239920962667414
Slovakia,1995,-0.7087455027734115
Slovakia,1996,-0.708513813819124
Slovakia,1997,-0.6682231234437654
Slovakia,1998,-0.6333938156640466
Slovakia,1999,-0.5680124042482971
Slovakia,2000,-0.5546274323427243
Slovakia,2001,-0.5378748291569448
Slovakia,2002,-0.5498440054390537
Slovakia,2003,-0.5476987020379698
Slovakia,2004,-0.5537232477346795
Slovakia,2005,-0.5622254682693937
Slovakia,2006,-0.6028635417271976
Slovakia,2007,-0.5900873102512681
Slovakia,2008,-0.5888525790211381
Slovakia,2009,-0.5944930098495393
Slovakia,2010,-0.6224100321810805
Slovakia,2011,-0.6206216714726959
Slovakia,2012,-0.6378160901359622
Slovakia,2013,-0.6406807969875896
Slovakia,2014,-0.6344156068047253
Slovakia,2015,-0.6062904909543203
Slovakia,2016,-0.6152420704903292
Slovakia,2017,-0.5929487192493014
Slovakia,2018,-0.5600852540746202
Italy,1992,0.6491450705692151
Italy,1993,0.5811703161771313
Italy,1994,0.5865893355834563
Italy,1995,0.6386351530165497
Italy,1996,0.6406049828807517
Italy,1997,0.5707330281837917
Italy,1998,0.5044714433641764
Italy,1999,0.4034322474436251
Italy,2000,0.30336237678227806
Italy,2001,0.1778421445612575
Italy,2002,0.06125808726773565
Italy,2003,-0.009252680332763802
Italy,2004,-0.038594944242844924
Italy,2005,-0.06507796259510672
Italy,2006,-0.09993112077862384
Italy,2007,-0.1319453824697433
Italy,2008,-0.20130227311545454
Italy,2009,-0.2776071800362659
Italy,2010,-0.3507876345313619
Italy,2011,-0.38783765636932943
Italy,2012,-0.3886113534178449
Italy,2013,-0.39588695352172804
Italy,2014,-0.4360974087237121
Italy,2015,-0.43430910980879206
Italy,2016,-0.45796174993593913
Italy,2017,-0.43992307874108993
Italy,2018,-0.42771275372152096
Poland,1992,-0.43031607665847305
Poland,1993,-0.46346236624892484
Poland,1994,-0.46669005851998757
Poland,1995,-0.4610826588040311
Poland,1996,-0.514142891811569
Poland,1997,-0.517714377595355
Poland,1998,-0.5607331730628586
Poland,1999,-0.5676818538655817
Poland,2000,-0.6204017929829216
Poland,2001,-0.6614307272300789
Poland,2002,-0.6834562884671617
Poland,2003,-0.7027309077412728
Poland,2004,-0.7278315785304061
Poland,2005,-0.7885818997116623
Poland,2006,-0.8761827666285503
Poland,2007,-0.9151460898422284
Poland,2008,-0.9171803498689136
Poland,2009,-0.9086950041969123
Poland,2010,-0.9035988260816737
Poland,2011,-0.8929151799972473
Poland,2012,-0.8893940195940004
Poland,2013,-0.8719633199372164
Poland,2014,-0.8409714196971954
Poland,2015,-0.7837709531981234
Poland,2016,-0.7643189836437796
Poland,2017,-0.6681792330870769
Poland,2018,-0.4835998092505747
Brazil,1992,-2.3353469357299015
Brazil,1993,-2.2744648497816873
Brazil,1994,-2.1935571391893176
Brazil,1995,-2.0826873245663338
Brazil,1996,-2.006544851377984
Brazil,1997,-1.9925845929154102
Brazil,1998,-1.9963902221185184
Brazil,1999,-2.0239390755028372
Brazil,2000,-2.03333532532125
Brazil,2001,-2.0271025561716325
Brazil,2002,-2.015007959947503
Brazil,2003,-1.9650007183943647
Brazil,2004,-1.9066602089731803
Brazil,2005,-1.841961986807479
Brazil,2006,-1.7343348958600528
Brazil,2007,-1.6329337126716477
Brazil,2008,-1.5113299577391899
Brazil,2009,-1.364023102028444
Brazil,2010,-1.1796866936727861
Brazil,2011,-1.0100678888283778
Brazil,2012,-0.8707949150251887
Brazil,2013,-0.7478043029843815
Brazil,2014,-0.6699969624553779
Brazil,2015,-0.6483743577705724
Brazil,2016,-0.5918867159008606
Brazil,2017,-0.5642113245442504
Brazil,2018,-0.554807666882779
Malta,1992,-0.1499791099792309
Malta,1993,-0.1074744976902755
Malta,1994,-0.015641847492713374
Malta,1995,0.07078293597514192
Malta,1996,0.10483117315979154
Malta,1997,0.14011277454626447
Malta,1998,0.15026817875613407
Malta,1999,0.1388333100225434
Malta,2000,0.1644693465162436
Malta,2001,0.1912489381145273
Malta,2002,0.18501589368736415
Malta,2003,0.1880087118576404
Malta,2004,0.2147161376027832
Malta,2005,0.24663885626310406
Malta,2006,0.3000058954052936
Malta,2007,0.3832106818833556
Malta,2008,0.4287329849500599
Malta,2009,0.43718397959161903
Malta,2010,0.4220668909138157
Malta,2011,0.3813274770645768
Malta,2012,0.37109883045085174
Malta,2013,0.35962219387608635
Malta,2014,0.40207584299367394
Malta,2015,0.429641266881325
Malta,2016,0.46986089569700784
Malta,2017,0.5186710972416081
Malta,2018,0.5574088907028483
Serbia,1992,-0.4302621794370227
Serbia,1993,-0.42598258935433503
Serbia,1994,-0.41663182758730466
Serbia,1995,-0.39811712899308654
Serbia,1996,-0.39048681289511206
Serbia,1997,-0.39097023835405764
Serbia,1998,-0.4840744098685965
Serbia,1999,-0.3699424347722995
Serbia,2000,-0.31114647521421485
Serbia,2001,-0.2847816983977925
Serbia,2002,-0.2789804967785699
Serbia,2003,-0.21387904314917433
Serbia,2004,-0.12970174709615587
Serbia,2005,-0.05655080527635337
Serbia,2006,-0.03960542185611847
Serbia,2007,-0.012905871165166519
Serbia,2008,0.007014052980936012
Serbia,2009,-0.02247356322126552
Serbia,2010,-0.08255725307264575
Serbia,2011,-0.14497619995086078
Serbia,2012,-0.16768011240865344
Serbia,2013,-0.1962590638951328
Serbia,2014,-0.2256201798111499
Serbia,2015,-0.24693959840785715
Serbia,2016,-0.27845242290420796
Serbia,2017,-0.27803885920099214
Serbia,2018,-0.2526935560321113
New Zealand,1992,-0.20258150774996964
New Zealand,1993,-0.15548064255579908
New Zealand,1994,-0.10853912162039668
New Zealand,1995,0.018809970052444232
New Zealand,1996,0.09096161955225313
New Zealand,1997,0.09957410241424883
New Zealand,1998,0.059852436319015365
New Zealand,1999,0.03324935697088386
New Zealand,2000,0.038419902171398616
New Zealand,2001,0.10647432088233102
New Zealand,2002,0.14232643889724683
New Zealand,2003,0.13166822969050723
New Zealand,2004,0.1529776923758953
New Zealand,2005,0.18726063202770865
New Zealand,2006,0.1846817281554265
New Zealand,2007,0.27117616405465605
New Zealand,2008,0.32149553686976967
New Zealand,2009,0.3478611572686265
New Zealand,2010,0.3448287381333782
New Zealand,2011,0.3736598094115179
New Zealand,2012,0.36804860659372535
New Zealand,2013,0.35718538231906066
New Zealand,2014,0.36742630389620784
New Zealand,2015,0.38297205787443467
New Zealand,2016,0.45696887351783194
New Zealand,2017,0.5950354838117019
New Zealand,2018,0.6130021725097354
Romania,1992,-0.07392876744048123
Romania,1993,-0.06406497430399573
Romania,1994,-0.036969224151600186
Romania,1995,0.014379468379357564
Romania,1996,0.047885926233696335
Romania,1997,0.04822234473281598
Romania,1998,0.007673816121892078
Romania,1999,-0.022238108864200235
Romania,2000,-0.07456959913957781
Romania,2001,-0.08023329425068144
Romania,2002,-0.09263357353105948
Romania,2003,-0.1061995234241857
Romania,2004,-0.14279704075408034
Romania,2005,-0.18264555578171313
Romania,2006,-0.2325226133015039
Romania,2007,-0.25568922017306445
Romania,2008,-0.21515334047231086
Romania,2009,-0.19258833463855762
Romania,2010,-0.20609777534046222
