check,regime_stability_mean,regime_stability_95ci_low,regime_stability_95ci_high,priority_I_jaccard_mean,priority_I_jaccard_95ci_low,priority_I_jaccard_95ci_high,spearman_rho_mean,spearman_rho_95ci_low,spearman_rho_95ci_high
"DODJI score perturbation (SD=0.5, n=1000)",0.548,0.426,0.681,0.303,0.2,0.5,0.782,0.674,0.872
